Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chase Burns","CIN",7.3981,6.6999,9.2427,3.69247,29.44,19.44,0,0.6509,,116.246,482.16,101.638,51.4582,47.6928,15.7966,36.5363,0.6093,3.6808,132.627,10.2682,2.82871,3.63,1.223,0.275068,0.0757763,0.19929195195436478,0.22998,1.18864,0.292456,0.747172,0.408855,,3.65776,2.32284,2.35946,98.54000091552734,,,,,,,543.4000000000001,4.684482758620691,519,4.474137931034483,5.73688,4.94333,4.45,4.06903,3.74838,3.45462,3.17516,2.87085,2.51172,4.74602,4.45774,4.25032,4.09118,3.9429,3.80376,3.65548,3.4872,3.26978,"Chase Burns","35333",695505
"Joe Musgrove","SDP",9.7468,9.3367,13.9977,3.90942,27.54,27.54,0,0,,158.921,668.298,152.555,74.5731,69.0322,21.6133,40.7441,1.1729,9.7378,150.505,8.52335,2.30741,3.6939,1.224,0.225206,0.060967,0.16423885896801949,0.246927,1.21632,0.293791,0.7282,0.41967,,3.96202,2.32222,2.23904,216.97999572753906,,,,,,,657.2,4.133333333333334,658,4.138364779874214,5.57,5.02,4.65,4.36,4.1,3.86,3.62,3.36,3.02,4.9,4.64,4.47,4.32,4.19,4.06,3.93,3.78,3.59,"Joe Musgrove","12970",605397
"Brady Singer","CIN",9.9731,11.4365,14.1904,4.36608,30.78,30.78,0,0,,178.185,767.706,178.983,93.1062,86.4409,26.9455,56.8471,0.446,9.8566,166.406,8.4051,2.87131,2.92726,1.361,0.216758,0.074048,0.1427100971341133,0.255325,1.32352,0.299493,0.720441,0.438771,,4.35628,2.31294,2.31741,364.0799865722656,,,,,,,650.6999999999999,3.6556179775280895,670,3.764044943820225,6,5.48,5.13,4.85,4.6,4.37,4.13,3.87,3.53,5.29,5.07,4.92,4.8,4.68,4.57,4.45,4.32,4.14,"Brady Singer","25377",663903
"Tanner Bibee","CLE",10.2739,11.3533,15.7372,4.09657,30.78,30.78,0,0,,182.086,773.518,175.19,89.1826,82.881,25.7955,55.6492,0.5716,8.3749,171.938,8.49838,2.75058,3.08967,1.275,0.22228,0.071943,0.15033703297376633,0.246923,1.26775,0.291923,0.727469,0.395611,,4.14312,2.31139,2.14247,186.17999267578125,,,,,,,724,3.978021978021978,724,3.978021978021978,5.66,5.16,4.82,4.55,4.31,4.08,3.85,3.6,3.28,4.99,4.77,4.62,4.5,4.39,4.28,4.16,4.03,3.86,"Tanner Bibee","30134",676440
"Carlos Rodón","NYY",10.0957,9.1327,14.286,3.96057,27.54,27.54,0,0,,161.648,686.403,142.903,76.3203,71.1353,22.8462,58.5831,0.4201,7.221,175.172,9.75298,3.26171,2.99015,1.272,0.255203,0.085348,0.1698550134897232,0.230266,1.24645,0.284104,0.738435,0.363636,,4.02639,2.28966,2.1758,197.4600067138672,,,,,,,696.1000000000001,4.2969135802469145,663,4.092592592592593,5.54,5.01,4.66,4.39,4.14,3.91,3.68,3.42,3.1,4.81,4.6,4.46,4.34,4.23,4.12,4.01,3.89,3.72,"Carlos Rodon","16137",607074
"Grayson Rodriguez","LAA",7.6899,7.9246,11.4386,3.81575,22.68,22.68,0,0,,128.892,540.879,117.419,59.115,54.6464,16.627,43.649,0.3662,4.6418,135.712,9.47621,3.04784,3.10915,1.161,0.250909,0.0807001,0.17020903527736664,0.238371,1.24964,0.296229,0.739914,0.424664,,3.8303,2.28786,2.19822,261.25,,,,,,,566.3,4.389922480620155,549,4.255813953488372,5.59,4.98,4.58,4.26,3.98,3.73,3.47,3.19,2.84,4.83,4.56,4.38,4.23,4.09,3.96,3.82,3.67,3.46,"Grayson Rodriguez","24492",680570
"Mitch Keller","PIT",9.9631,11.5445,14.5037,4.35192,30.78,30.78,0,0,,179.816,771.08,182.253,93.6081,86.9493,23.0364,54.9009,0.6331,10.0317,155.458,7.78087,2.74786,2.83161,1.153,0.201611,0.0712,0.13041099160909653,0.258094,1.31887,0.301744,0.700554,0.427282,,4.15482,2.28514,2.10489,533.260009765625,,,,,,,690.8999999999999,3.8383333333333325,716,3.977777777777778,5.97,5.45,5.11,4.83,4.59,4.36,4.12,3.86,3.53,5.26,5.05,4.9,4.78,4.66,4.55,4.44,4.31,4.13,"Mitch Keller","17594",656605
"Matthew Boyd","CHC",10.6338,9.8835,15.6276,3.93578,29.16,29.16,0,0,,173.75,730.964,164.391,81.8102,75.9825,24.1899,52.2603,0.4971,7.3579,156.19,8.09042,2.70701,2.98869,1.253,0.213677,0.071495,0.14218182861804962,0.244867,1.24691,0.285561,0.737701,0.37662,,4.17653,2.24291,2.63655,224.27999877929688,,,,,,,701.0000000000001,4.028735632183909,693,3.9827586206896552,5.52,5,4.65,4.37,4.13,3.9,3.67,3.41,3.09,4.87,4.63,4.47,4.33,4.21,4.09,3.97,3.83,3.64,"Matthew Boyd","15440",571510
"Kris Bubic","KCR",9.1927,8.5695,12.0705,3.91411,34.3,24.3,0,0.666,,149.332,632.041,142.863,70.4932,64.9445,17.8866,51.9547,0.7504,5.153,141.407,8.52238,3.13123,2.72173,1.078,0.22373,0.0822015,0.14152894169092178,0.248486,1.3046,0.300684,0.732283,0.449875,,3.94565,2.24194,2.34943,199.60000610351562,,,,,,,624.4000000000001,4.190604026845638,626,4.201342281879195,5.81844,5.12732,4.68844,4.35763,4.06687,3.79214,3.53143,3.24473,2.89138,4.91777,4.66911,4.49045,4.35112,4.22179,4.09245,3.96312,3.81446,3.6158,"Kris Bubic","21455",663460
"Merrill Kelly","ARI",9.7561,9.4219,13.619,4.11975,27.54,27.54,0,0,,160.512,685.363,161.016,79.3736,73.4744,20.4742,49.1351,1.0315,4.3918,146.991,8.24184,2.75503,2.99156,1.148,0.214471,0.0716921,0.14277908951044083,0.254838,1.30925,0.302649,0.720588,0.422564,,3.96227,2.20845,2.29236,261.1099853515625,,,,,,,661.8000000000001,4.11055900621118,680,4.22360248447205,5.78,5.24,4.88,4.59,4.34,4.1,3.86,3.6,3.26,5.04,4.82,4.67,4.54,4.43,4.32,4.2,4.07,3.89,"Merrill Kelly","11156",518876
"David Peterson","NYM",11.0642,9.1868,15.8817,3.64926,29.16,29.16,0,0,,169.662,728.161,162.757,75.9575,68.7932,17.2678,65.3532,0.6583,7.5394,150.109,7.9628,3.46678,2.29689,0.916,0.206148,0.089751,0.11639703810214996,0.248382,1.3445,0.2982,0.746083,0.515639,,3.97764,2.19946,2.80759,519.97998046875,,,,,,,706.1000000000001,4.153529411764707,710,4.176470588235294,5.27,4.76,4.43,4.16,3.92,3.7,3.48,3.23,2.92,4.59,4.38,4.24,4.12,4.01,3.9,3.79,3.66,3.5,"David Peterson","20302",656849
"Cade Cavalli","WSN",8.6205,9.7447,13.972,3.98861,25.92,25.92,0,0,,155.867,665.815,154.072,75.4576,69.0771,17.3705,53.2452,0.5626,8.5191,130.829,7.55424,3.07445,2.4571,1.003,0.196494,0.07997,0.1165241077542305,0.255064,1.33008,0.299881,0.72055,0.499048,,4.09398,2.1943,2.38983,343.489990234375,,,,,,,620.9000000000001,3.9801282051282056,635,4.07051282051282,5.8,5.2,4.81,4.5,4.23,3.97,3.71,3.43,3.08,5.12,4.83,4.63,4.47,4.32,4.18,4.03,3.86,3.64,"Cade Cavalli","27473",676917
"Zac Gallen","ARI",10.8114,10.8953,15.5527,4.23724,30.78,30.78,0,0,,183.879,792.24,185.939,93.4309,86.571,23.23,59.273,0.6401,6.4647,173.927,8.51289,2.90113,2.93433,1.137,0.219538,0.074817,0.14472106099128723,0.255938,1.33355,0.307378,0.713627,0.429589,,3.95823,2.18319,2.34253,227.3300018310547,,,,,,,748.1000000000003,4.065760869565219,774,4.206521739130435,5.83,5.32,4.99,4.72,4.48,4.25,4.02,3.76,3.44,5.14,4.93,4.78,4.66,4.55,4.44,4.33,4.2,4.03,"Zac Gallen","19291",668678
"Casey Mize","DET",9.1121,9.5064,12.1895,4.05915,27.54,27.54,0,0,,150.592,637.29,149.074,73.3439,67.9193,20.0454,41.6864,0.4996,4.8619,133.247,7.96342,2.49136,3.19642,1.198,0.209084,0.065412,0.14367195963859558,0.252351,1.26674,0.294957,0.721689,0.415332,,4.02324,2.16006,1.94993,274.1099853515625,,,,,,,609.0000000000001,4.033112582781458,620,4.105960264900662,5.77,5.2,4.82,4.53,4.26,4.02,3.77,3.5,3.15,5.04,4.79,4.62,4.48,4.35,4.23,4.1,3.96,3.76,"Casey Mize","20492",663554
"Trey Yesavage","TOR",9.1973,7.9291,11.9623,3.72928,36.68,22.68,0,0.6524,,145.861,615.826,125.137,65.4567,60.4396,17.4709,59.0599,0.8327,5.3146,162.222,10.0095,3.64415,2.74674,1.078,0.263422,0.0959036,0.16751810163259506,0.226923,1.26283,0.289614,0.743346,0.412752,,3.79194,2.15679,2.21038,153.83999633789062,,,,,,,682.3000000000001,4.6732876712328775,645,4.417808219178082,5.67446,4.94696,4.49321,4.14058,3.83851,3.56219,3.29067,3.00299,2.64915,4.78938,4.50225,4.30417,4.14513,3.99705,3.85801,3.70993,3.55089,3.33377,"Trey Yesavage","35456",702056
"Braxton Garrett","MIA",7.9652,8.3295,10.9736,3.84807,30.68,22.68,0,0.6387,,135.036,568.711,134.683,62.922,57.7362,15.6191,33.8504,0.6816,7.4006,118.193,7.87744,2.2561,3.49162,1.041,0.207826,0.0595213,0.14830433577299118,0.255342,1.24807,0.302462,0.720078,0.472804,,3.80471,2.15496,2.19274,503.54998779296875,,,,,,,568.2,4.20888888888889,584,4.325925925925926,5.82664,5.09592,4.64734,4.29772,3.99876,3.71514,3.44566,3.15974,2.79796,4.90208,4.63327,4.44445,4.29445,4.15564,4.02564,3.88682,3.73682,3.52801,"Braxton Garrett","21844",666129
"Cody Ponce","TOR",8.4047,7.7272,9.4586,3.86127,47.44,19.44,0,0.6524,,138.808,584.023,132.905,64.5292,59.5528,17.243,39.0726,1.2111,5.6703,136.49,8.84971,2.53338,3.49324,1.118,0.233707,0.0669025,0.16680404543876648,0.246449,1.23896,0.299995,0.726802,0.440176,,3.75043,2.10945,1.60795,262.92999267578125,,,,,,,614.7,4.422302158273381,615,4.424460431654676,5.93841,5.16536,4.67283,4.29047,3.97021,3.66803,3.37987,3.06575,2.68768,4.84064,4.59468,4.42669,4.28073,4.15275,4.03275,3.90476,3.7588,3.56283,"Cody Ponce","17920",664074
"Andrew Abbott","CIN",9.2789,11.1028,13.1484,4.53475,29.16,29.16,0,0,,170.317,729.723,168.244,91.2061,85.8163,30.1083,54.8934,0.6079,4.8286,157.352,8.3149,2.90071,2.86651,1.591,0.215633,0.075225,0.14040806889533997,0.25111,1.31013,0.286267,0.728959,0.329419,,4.63745,2.03724,2.00234,218.0800018310547,,,,,,,586.2,3.4482352941176475,594,3.4941176470588236,6.16,5.62,5.26,4.97,4.72,4.47,4.23,3.95,3.61,5.45,5.22,5.05,4.92,4.8,4.68,4.55,4.41,4.22,"Andrew Abbott","29911",671096
"Nolan McLean","NYM",9.7012,8.2008,13.6676,3.70598,25.92,25.92,0,0,,149.04,637.195,137.384,67.431,61.371,15.4836,57.7541,0.548,8.1759,141.355,8.53592,3.48757,2.44753,0.935,0.221839,0.090638,0.1312011107802391,0.24049,1.3093,0.294142,0.736229,0.498651,,3.91591,2.03086,2.41549,89.11000061035156,,,,,,,645.9000000000001,4.334899328859061,634,4.25503355704698,5.43,4.87,4.5,4.2,3.95,3.71,3.46,3.2,2.87,4.74,4.49,4.31,4.17,4.04,3.91,3.79,3.64,3.44,"Nolan McLean","33703",690997
"Steven Matz","TBR",7.9468,8.8633,10.1497,4.0547,36.68,22.68,0,0.6597,,139.556,588.847,138.079,68.0436,62.8729,18.4058,39.7323,0.6926,5.1577,118.285,7.62824,2.56235,2.97705,1.187,0.200876,0.0674747,0.13340087980031967,0.253841,1.27412,0.293844,0.72195,0.435521,,4.11952,2.02288,1.70023,734.739990234375,,,,,,,560.8,4.005714285714285,571,4.078571428571428,6.0954,5.34301,4.86182,4.50068,4.1836,3.89253,3.60648,3.30444,2.92742,5.09178,4.82379,4.64479,4.4958,4.3568,4.2278,4.08881,3.93081,3.73182,"Steven Matz","13361",571927
"Foster Griffin","WSN",7.9591,8.771,11.08,3.93861,33.68,22.68,0,0.6515,,140.276,594.24,140.148,66.7609,61.388,16.8487,40.7261,0.7704,6.2009,120.345,7.72127,2.61296,2.95499,1.081,0.20252,0.0685348,0.13398509472608566,0.256066,1.28942,0.300643,0.725514,0.46197,,3.98434,2.01322,2.05477,999,,,,,,,565.9,4.042142857142857,582,4.1571428571428575,6.10313,5.26894,4.75238,4.36117,4.02264,3.72151,3.41778,3.10721,2.72193,4.96921,4.70132,4.52238,4.37344,4.23449,4.10555,3.96661,3.80872,3.60978,"Foster Griffin","16432",656492
"Shane Bieber","TOR",7.8032,6.809,10.065,3.7365,31.44,19.44,0,0.6524,,123.834,517.567,121.25,56.0162,51.4115,15.2453,28.7437,0.4239,3.8916,115.192,8.37196,2.08904,4.00756,1.108,0.222565,0.0555362,0.16702841967344284,0.250035,1.21125,0.29903,0.730487,0.457726,,3.66577,2.01194,1.7943,303.1400146484375,,,,,,,553.4999999999999,4.463709677419354,560,4.516129032258065,5.77338,5.01128,4.53217,4.16534,3.85015,3.56271,3.28914,2.99139,2.62751,4.7212,4.48217,4.30507,4.16604,4.03701,3.91701,3.78895,3.64992,3.45186,"Shane Bieber","19427",669456
"Bailey Ober","MIN",8.9997,10.1622,12.6185,4.40084,27.54,27.54,0,0,,159.594,677.394,160.458,82.8887,78.0386,27.3083,38.5227,0.3306,6.2063,144.527,8.15031,2.17241,3.75173,1.54,0.213357,0.056869,0.15648795291781425,0.253623,1.24679,0.288935,0.722194,0.318209,,4.3892,2.00833,1.61084,288.3399963378906,,,,,,,590.9,3.6931249999999998,604,3.775,6.03,5.48,5.12,4.82,4.56,4.32,4.07,3.8,3.45,5.29,5.06,4.9,4.77,4.65,4.53,4.41,4.28,4.09,"Bailey Ober","21224",641927
"Gerrit Cole","NYY",8.3667,7.529,11.9767,3.94469,22.68,22.68,0,0,,134.18,564.019,123.184,63.1855,58.811,19.8438,39.276,0.3531,4.9357,137.162,9.19997,2.6344,3.49225,1.331,0.243186,0.069636,0.17355018854141235,0.23698,1.21076,0.28484,0.737121,0.378751,,4.00174,1.9865,1.78628,253.19000244140625,,,,,,,567.8,4.237313432835821,552,4.119402985074627,5.67,5.07,4.68,4.38,4.11,3.85,3.6,3.32,2.98,4.88,4.64,4.47,4.34,4.21,4.09,3.96,3.82,3.63,"Gerrit Cole","13125",543037
"Gavin Williams","CLE",10.1467,11.2029,15.0075,4.08369,30.78,30.78,0,0,,177.33,760.746,162.903,86.8765,80.4623,22.8559,76.4725,0.6444,6.2647,181.154,9.19409,3.8812,2.36888,1.16,0.238127,0.100523,0.1376040205359459,0.240267,1.34989,0.29546,0.73537,0.420354,,4.16728,1.97734,2.03521,139.02999877929688,,,,,,,719.1000000000001,4.06271186440678,702,3.9661016949152543,5.7,5.17,4.83,4.55,4.31,4.07,3.84,3.58,3.25,5.03,4.8,4.64,4.5,4.38,4.27,4.14,4,3.82,"Gavin Williams","30122",668909
"Chris Bassitt","BAL",10.5925,10.7921,13.9633,4.29031,39.16,29.16,0,0.6582,,181.374,779.96,180.499,93.2505,86.4611,24.5056,61.1646,1.1672,10.9085,164.383,8.15687,3.03506,2.68755,1.216,0.210758,0.0784202,0.13233768939971924,0.254983,1.33241,0.300567,0.715742,0.437963,,4.27106,1.96216,1.57059,385.8999938964844,,,,,,,679.9000000000001,3.7563535911602215,696,3.845303867403315,6.07097,5.45055,5.05534,4.74667,4.47682,4.23138,3.98036,3.70264,3.36657,5.20093,4.99203,4.84258,4.71369,4.60424,4.49479,4.38534,4.25589,4.07755,"Chris Bassitt","12304",605135
"Reid Detmers","LAA",8.3921,9.3736,11.6101,4.04168,34.3,24.3,0,0.6222,,148.721,630.869,135.087,71.7891,66.7871,20.1765,57.0065,1.2928,6.6652,156.956,9.49834,3.4498,2.7533,1.221,0.248794,0.0903619,0.1584317833185196,0.238167,1.29164,0.294595,0.734252,0.397213,,4.07244,1.94633,2.02154,331.79998779296875,,,,,,,631.6000000000001,4.238926174496645,611,4.100671140939597,5.91077,5.21924,4.79016,4.4499,4.15905,3.89426,3.62418,3.34611,2.98409,4.97948,4.7415,4.57285,4.44285,4.31419,4.19486,4.06621,3.92688,3.73823,"Reid Detmers","27468",672282
"Michael Wacha","KCR",9.5551,10.7963,13.2058,4.50308,29.16,29.16,0,0,,170.047,727.319,175.841,90.9985,85.0818,25.526,50.0963,0.4466,5.6098,135.296,7.16073,2.65142,2.70072,1.351,0.18602,0.068878,0.11714199930429459,0.261819,1.32867,0.294279,0.709454,0.377057,,4.47808,1.94011,1.68606,635.7899780273438,,,,,,,582.6,3.427058823529412,614,3.611764705882353,6.15,5.61,5.26,4.97,4.71,4.47,4.23,3.96,3.61,5.42,5.2,5.04,4.91,4.79,4.68,4.56,4.42,4.24,"Michael Wacha","14078",608379
"Shota Imanaga","CHC",9.1406,8.9893,13.0445,4.11473,25.92,25.92,0,0,,152.374,635.422,149.503,74.327,69.6643,26.1914,33.2135,0.4029,4.204,138.284,8.16774,1.96176,4.16348,1.547,0.217625,0.05227,0.16535500437021255,0.250003,1.19913,0.284436,0.742147,0.334774,,4.29133,1.92733,2.04956,166.14999389648438,,,,,,,580,3.8157894736842106,587,3.861842105263158,5.74,5.19,4.82,4.53,4.28,4.03,3.79,3.52,3.18,4.99,4.77,4.61,4.48,4.37,4.25,4.13,4,3.82,"Shota Imanaga","33829",684007
"Edward Cabrera","CHC",8.8782,8.5083,11.4132,3.96412,25.92,25.92,0,0,,139.701,592.206,124.602,66.6652,61.5326,16.4848,56.5492,0.3316,7.0899,148.563,9.5709,3.64308,2.62715,1.062,0.250864,0.0954891,0.15537498891353607,0.235735,1.2967,0.297417,0.724262,0.455592,,3.90888,1.91566,2.01582,177.6999969482422,,,,,,,620.2,4.430000000000001,598,4.271428571428571,5.69,5.12,4.74,4.43,4.17,3.92,3.67,3.4,3.05,4.91,4.68,4.52,4.39,4.27,4.15,4.03,3.89,3.71,"Edward Cabrera","21690",665795
"Reynaldo López","ATL",9.4449,8.7501,11.8047,4.04061,38.3,24.3,0,0.6487,,154.047,652.481,144.595,74.419,69.1602,19.7008,53.3252,0.7246,5.0345,156.814,9.16167,3.11546,2.94071,1.151,0.240335,0.0817268,0.1586078256368637,0.243376,1.28481,0.299071,0.725032,0.400997,,3.8983,1.91087,2.16929,297.42999267578125,,,,,,,660.6000000000001,4.289610389610391,654,4.246753246753247,5.98418,5.26684,4.81396,4.46924,4.16635,3.88899,3.61636,3.32689,2.96215,5.08844,4.81002,4.6216,4.46239,4.32318,4.18475,4.04554,3.88633,3.6687,"Reynaldo Lopez","16400",625643
"Trevor Rogers","BAL",9.0584,8.9028,12.3271,4.2012,25.92,25.92,0,0,,149.479,640.443,150.655,75.4398,69.777,19.2662,50.6001,1.0189,5.2817,127.185,7.65767,3.04658,2.51353,1.16,0.198589,0.079008,0.11958098411560059,0.257724,1.34637,0.299899,0.721905,0.433955,,4.23052,1.89792,1.55035,154.97999572753906,,,,,,,562.3000000000001,3.773825503355705,584,3.9194630872483223,5.94,5.37,4.99,4.69,4.42,4.17,3.92,3.65,3.29,5.19,4.95,4.78,4.64,4.52,4.39,4.27,4.12,3.93,"Trevor Rogers","22286",669432
"Max Meyer","MIA",8.3859,9.4028,11.6776,4.05107,34.3,24.3,0,0.6387,,149.11,632.075,145.649,72.7812,67.1173,18.5891,48.3952,0.6642,5.5958,137.331,8.28902,2.92104,2.83769,1.122,0.21727,0.0765656,0.1407041847705841,0.251952,1.30135,0.300974,0.72172,0.461785,,4.00006,1.89501,2.04657,396.94000244140625,,,,,,,605.3000000000001,4.062416107382551,614,4.120805369127517,6.01864,5.30402,4.85306,4.50153,4.20007,3.92398,3.65191,3.35453,2.99051,5.13171,4.85306,4.6544,4.5044,4.35574,4.21641,4.07708,3.91775,3.69909,"Max Meyer","27474",676974
"Clay Holmes","NYM",9.8269,8.9584,13.2939,3.87735,27.54,27.54,0,0,,153.997,666.076,151.123,73.1281,66.3444,14.373,61.8471,0.4762,8.7542,128.611,7.5164,3.61452,2.0795,0.84,0.193088,0.0928529,0.1002349704504013,0.253786,1.38295,0.302216,0.725142,0.542706,,4.05354,1.89288,2.09224,389.94000244140625,,,,,,,619.8000000000001,4.024675324675325,633,4.1103896103896105,5.63,5.07,4.71,4.42,4.16,3.92,3.68,3.41,3.08,4.91,4.67,4.51,4.37,4.25,4.13,4.01,3.87,3.68,"Clay Holmes","13649",605280
"Bubba Chandler","PIT",8.9703,10.2584,12.0326,4.30248,37.92,25.92,0,0.6584,,162.414,703.605,157.71,83.6382,77.6424,20.8431,63.5344,0.8672,8.0767,148.361,8.22127,3.5207,2.33513,1.155,0.210858,0.0902984,0.1205596774816513,0.249543,1.36222,0.295742,0.71646,0.414659,,4.29927,1.84801,1.81702,153.89999389648438,,,,,,,613.7,3.788271604938272,621,3.8333333333333335,6.23418,5.53852,5.09532,4.75134,4.45769,4.17996,3.91518,3.61558,3.24893,5.32794,5.06941,4.89015,4.74163,4.60237,4.47311,4.33459,4.18532,3.9768,"Bubba Chandler","29868",696149
"Brandon Pfaadt","ARI",9.9267,10.1966,13.2791,4.30277,29.16,29.16,0,0,,166.547,705.707,172.832,85.5394,79.6236,23.4091,39.6699,0.8948,6.8856,144.576,7.81272,2.14372,3.64448,1.265,0.204867,0.056213,0.14865390956401825,0.262203,1.27593,0.30422,0.70641,0.411936,,4.0648,1.84586,1.96684,673.7899780273438,,,,,,,652.1000000000001,3.9047904191616776,685,4.1017964071856285,5.95,5.41,5.05,4.77,4.52,4.28,4.04,3.77,3.43,5.22,5,4.84,4.72,4.6,4.49,4.37,4.24,4.06,"Brandon Pfaadt","27782",694297
"Shane Baz","BAL",9.5041,9.5896,12.8281,4.2935,27.54,27.54,0,0,,158.884,680.445,152.703,81.5046,75.7964,22.6145,58.0426,0.4396,7.3495,156.019,8.8377,3.28783,2.688,1.281,0.229289,0.0853009,0.14398813247680664,0.248276,1.32641,0.298081,0.721673,0.420926,,4.25625,1.84213,1.45319,194.91000366210938,,,,,,,612.9000000000001,3.854716981132076,613,3.8553459119496853,6,5.43,5.06,4.77,4.5,4.25,4,3.73,3.38,5.28,5.03,4.86,4.72,4.59,4.46,4.33,4.19,3.99,"Shane Baz","22264",669358
"Brayan Bello","BOS",8.8872,10.0713,12.0261,4.40833,27.54,27.54,0,0,,156.091,678.655,163.788,82.9337,76.4554,18.2453,54.9636,0.4628,8.3061,129.878,7.48862,3.16914,2.36299,1.052,0.191376,0.080989,0.11038687080144882,0.266155,1.40144,0.311479,0.702961,0.496325,,4.20657,1.83688,1.6572,434.6099853515625,,,,,,,577.6000000000001,3.7025641025641036,617,3.9551282051282053,6.16,5.6,5.23,4.93,4.67,4.42,4.17,3.9,3.55,5.38,5.16,5.01,4.88,4.76,4.65,4.53,4.39,4.21,"Brayan Bello","23920",678394
"Shane Smith","CHW",9.0019,11.2758,13.3377,4.37541,29.16,29.16,0,0,,168.339,724.04,162.463,87.9087,81.8393,23.6049,64.8545,0.753,9.5841,153.986,8.23262,3.46734,2.37433,1.262,0.212676,0.0895731,0.12310300022363663,0.250097,1.35035,0.294185,0.717601,0.416336,,4.45514,1.8083,1.62709,246.63999938964844,,,,,,,609.8,3.6297619047619043,611,3.636904761904762,6.08,5.52,5.15,4.85,4.59,4.34,4.09,3.82,3.46,5.4,5.14,4.96,4.81,4.67,4.54,4.4,4.24,4.04,"Shane Smith","31687",681343
"Luis Severino","ATH",9.721,10.7877,13.6366,4.50954,29.16,29.16,0,0,,172.823,744.927,177.636,93.0664,86.5948,25.3474,55.6416,0.6473,9.8971,141.406,7.3639,2.89761,2.54137,1.32,0.189825,0.074694,0.11513102799654007,0.261465,1.34981,0.29707,0.708885,0.42327,,4.54305,1.80216,1.6747,745.9000244140625,,,,,,,593.9000000000001,3.432947976878613,624,3.606936416184971,6.18,5.64,5.29,5,4.75,4.51,4.26,3.99,3.65,5.46,5.23,5.07,4.94,4.83,4.71,4.59,4.45,4.27,"Luis Severino","15890",622663
"Jeffrey Springs","ATH",9.41,10.7103,12.182,4.61977,29.16,29.16,0,0,,166.053,716.362,169.819,90.876,85.2361,27.7493,53.0846,0.4427,5.1134,142.505,7.72373,2.87717,2.68449,1.504,0.198929,0.074103,0.1248258575797081,0.258019,1.34237,0.291181,0.717328,0.35743,,4.64263,1.78287,1.43695,745.9600219726562,,,,,,,554.0000000000001,3.337349397590362,578,3.4819277108433737,6.32,5.76,5.38,5.08,4.82,4.57,4.31,4.03,3.67,5.61,5.35,5.18,5.03,4.9,4.77,4.63,4.48,4.28,"Jeffrey Springs","17677",605488
"Tatsuya Imai","HOU",8.734,9.4498,12.416,4.36667,25.92,25.92,0,0,,152.928,662.6,150.15,80.1093,74.1985,19.7447,62.0975,0.6069,7.278,145.274,8.54957,3.65451,2.33946,1.162,0.219249,0.0937179,0.12553095817565918,0.253108,1.38789,0.304539,0.715789,0.455912,,4.27462,1.76125,1.39469,999,,,,,,,579.2,3.78562091503268,588,3.843137254901961,6.12,5.55,5.17,4.87,4.6,4.35,4.09,3.81,3.46,5.37,5.12,4.95,4.82,4.69,4.56,4.44,4.29,4.1,"Tatsuya Imai","sa3062955",837227
"Seth Lugo","KCR",9.0287,10.2329,12.6219,4.49055,27.54,27.54,0,0,,161.288,698.822,167.167,86.4496,80.4747,23.2793,52.7611,0.6527,6.6039,138.448,7.7255,2.94411,2.62405,1.299,0.198116,0.0755001,0.12261606752872467,0.261421,1.36358,0.301192,0.712505,0.412381,,4.3989,1.73922,1.62146,483.44000244140625,,,,,,,570.3000000000002,3.5422360248447218,602,3.739130434782609,6.19,5.64,5.27,4.98,4.72,4.47,4.22,3.94,3.59,5.44,5.21,5.05,4.92,4.8,4.68,4.56,4.42,4.24,"Seth Lugo","12447",607625
"Jared Jones","PIT",6.5515,6.2743,8.8266,3.83046,23.82,17.82,0,0.6584,,106.921,450.066,96.682,49.0303,45.5061,13.4245,35.9715,0.6668,4.5115,112.962,9.5085,3.02789,3.14031,1.13,0.250989,0.0799249,0.17106401920318604,0.23605,1.24067,0.293992,0.734444,0.391174,,3.79024,1.72269,1.88264,698.97998046875,,,,,,,486.7000000000001,4.548598130841122,473,4.420560747663552,5.88203,5.08822,4.5922,4.21583,3.89899,3.59889,3.31272,3.00991,2.64159,4.84679,4.57735,4.38847,4.2296,4.09016,3.95072,3.81184,3.6624,3.45352,"Jared Jones","27863",683003
"Braxton Ashcraft","PIT",8.5533,9.1088,9.6492,4.07113,46.68,22.68,0,0.6584,,147.481,629.096,147.56,72.43,66.7129,16.7801,48.1899,1.2352,6.1871,125.471,7.65685,2.94077,2.60369,1.024,0.199447,0.0766018,0.12284532189369202,0.256752,1.32729,0.302405,0.715904,0.461847,,4.01884,1.72064,1.94269,256.94000244140625,,,,,,,585.8999999999999,3.985714285714285,606,4.122448979591836,6.1695,5.4042,4.91911,4.5368,4.21425,3.91821,3.62031,3.31404,2.92265,5.13632,4.86958,4.68121,4.52446,4.38609,4.24771,4.10934,3.9526,3.74422,"Braxton Ashcraft","23793",677952
